,ranking,support
1963,186,False
1964,208,False
1965,97,False
1966,201,False
1967,100,False
1968,93,False
1969,85,False
1970,142,False
1971,88,False
1972,188,False
1973,68,False
1974,215,False
1975,46,False
1976,89,False
1977,111,False
1978,58,False
1979,65,False
1980,1,True
1981,138,False
1982,7,False
1983,95,False
1984,19,False
1985,88,False
1986,79,False
1987,1,True
1988,60,False
1989,102,False
1990,1,True
1991,212,False
1992,24,False
1993,1,True
1994,64,False
1995,46,False
1996,47,False
1997,106,False
1998,44,False
1999,51,False
2000,1,True
2001,3,False
2002,1,True
2003,142,False
2004,103,False
2005,1,True
2006,43,False
2007,22,False
2008,117,False
2009,107,False
2010,15,False
2011,158,False
2012,38,False
2013,192,False
2014,183,False
2015,125,False
2016,107,False
2017,184,False
2018,141,False
2019,184,False
2020,187,False
2021,183,False
2022,168,False
2023,137,False
2024,152,False
2025,178,False
2026,115,False
2027,183,False
2028,161,False
2029,206,False
2030,95,False
2031,205,False
2032,197,False
2033,22,False
2034,208,False
2035,40,False
2036,1,True
2037,114,False
2038,107,False
2039,164,False
2040,1,True
2041,1,True
2042,57,False
2043,164,False
2044,74,False
2045,156,False
2046,150,False
2047,59,False
2048,52,False
2049,36,False
2050,24,False
2051,218,False
2052,125,False
2053,1,True
2054,131,False
2055,99,False
2056,54,False
2057,149,False
2058,1,True
2059,175,False
2060,3,False
2061,1,True
2062,4,False
2063,1,True
2064,61,False
2065,9,False
2066,13,False
2067,1,True
2068,75,False
2069,32,False
2070,1,True
2071,95,False
2072,1,True
2073,140,False
2074,192,False
2075,39,False
2076,54,False
2077,145,False
2078,49,False
2079,165,False
2080,143,False
2081,160,False
2082,76,False
2083,114,False
2084,156,False
2085,73,False
2086,167,False
2087,107,False
2088,101,False
2089,67,False
2090,99,False
2091,142,False
2092,126,False
2093,14,False
2094,91,False
2095,29,False
2096,68,False
2097,101,False
2098,83,False
2099,99,False
2100,1,True
2101,65,False
2102,1,True
2103,62,False
2104,41,False
2105,1,True
2106,38,False
2107,81,False
2108,67,False
2109,1,True
2110,1,True
2111,162,False
2112,45,False
2113,142,False
2114,174,False
2115,144,False
2116,167,False
2117,143,False
2118,109,False
2119,191,False
2120,174,False
2121,194,False
2122,121,False
2123,100,False
2124,144,False
2125,150,False
2126,168,False
2127,66,False
2128,108,False
2129,62,False
2130,86,False
2131,182,False
2132,41,False
2133,1,True
2134,177,False
2135,1,True
